unit_number,time_stamp,status,operational_setting_1,operational_setting_2,operational_setting_3,sensor_measurement_1,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_5,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_10,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_16,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21
unit_6,7/1/2015 12:00,0,0.0032,0.0004,High,518.67,642.41,,1389.25,14.62,21.58,552.31,2387.9,9047.24,1.3,47.09,520.5,2387.93,8125.88,8.4238,0.03,391,2388,100,38.98,23.3372
unit_10,11/17/2017 12:00,0,10.0021,0.25,High,489.05,603.99,1493.77,1299.05,10.52,,395.52,2318.83,8780.6,1.26,45.24,372.02,2388.02,8136.53,8.5816,0.03,368,2319,100,28.81,17.1099
unit_10,11/8/2017 12:00,0,42.0025,0.84,High,445,549.16,1350.44,1116.03,3.91,5.7,138.74,2212.06,8330.22,1.02,41.84,130.52,2388.1,8090.32,9.2901,0.02,,2212,100,10.75,6.4662
unit_3,7/8/2016 12:00,0,-0.0011,0,High,518.67,641.45,1576.06,1394.06,14.62,21.58,552.73,2387.88,9048.64,1.3,47.09,520.76,2387.91,8130.96,,0.03,390,2388,100,,23.478
unit_1,8/12/2018 12:00,0,24.9991,0.6208,Low,462.54,536.95,1268.74,1047.5,7.05,9,176.96,1915.66,,0.94,36.67,166.56,2028.55,7889.24,10.7097,0.02,308,1915,84.93,14.33,8.7225
unit_3,4/30/2017 12:00,0,0.0032,0.0002,High,518.67,643.66,1598.96,1423.68,14.62,21.57,,2388.53,9118.92,1.31,48.21,534.88,,8189.44,8.2464,0.03,396,2388,100,39.44,23.75
unit_1,9/14/2018 12:00,0,42.0067,0.84,High,445,549.4,1362.48,1135.03,3.91,5.7,141.14,2212.38,8361.95,1.04,42.4,133.53,2388.45,8127.99,9.16,0.02,334,,100,10.64,6.4075
unit_7,2/18/2015 12:00,0,0.002,-0.0002,High,518.67,642.28,1575.02,1392.26,14.62,21.59,554.79,2387.97,,1.3,47.17,522.49,2387.99,8139.5,8.391,,393,2388,100,39.01,23.4263
unit_3,9/19/2016 12:00,0,-0.0026,-0.0004,High,518.67,641.92,1580.67,1396.18,14.62,,552.31,2387.89,9054.33,1.3,47.18,520.75,2388.02,8135.55,8.392,0.03,391,2388,100,38.94,23.3316
unit_8,12/24/2016 12:00,0,42.0041,0.84,High,445,549.88,1368.46,1137.86,3.91,5.7,143.04,2212.35,8374.88,1.05,42.49,134.11,2388.54,8131.02,9.1046,0.02,333,2212,100,10.77,6.423
unit_1,2/21/2018 12:00,0,42.0048,0.8408,,445,549.94,1353.4,1119.71,3.91,5.7,138.76,2212.04,8319.19,1.02,42.02,130.76,2388.02,8087.38,9.2935,0.02,331,2212,100,10.7,6.3834
unit_1,2/24/2018 12:00,0,10.0049,0.25,High,489.05,604.36,1492.67,1299.58,206.52,15.47,396.67,2318.87,8790.28,1.26,45.01,372.86,2388.13,8140.02,8.6135,0.03,369,2319,100,28.66,
unit_3,11/18/2016 12:00,0,0.0008,-0.0004,High,518.67,641.87,,1397.96,14.62,21.57,554.04,2387.99,9050.66,1.3,47.28,522.6,2387.96,8138.08,8.354,0.03,391,2388,100,39.15,23.4159
unit_4,2/4/2016 12:00,0,0.0048,0.0003,High,518.67,642.24,1588.44,1395.77,14.62,21.59,555.31,2387.99,9053.55,1.3,47.16,522.9,2388.06,,8.3588,0.03,391,2388,100,39,23.464
unit_2,4/28/2015 12:00,0,0,0.0004,High,518.67,642.6,1577.57,1397.89,14.62,21.57,551.1,2387.66,9035.49,1.3,47.22,518.99,2387.67,8122.56,8.4307,0.03,390,2388,100,38.88,23.2509
unit_1,7/4/2018 12:00,0,0.0012,,High,518.67,,1591.71,1409.22,14.62,,559.5,2388.16,9080.18,1.3,47.43,527.67,2388.15,8157.83,8.3584,0.03,392,,100,39.34,23.4827
unit_2,8/13/2015 12:00,0,-0.0013,0,High,518.67,,1580.22,1395.16,14.62,21.57,550.83,2387.5,9034.26,1.3,47.25,518.83,2387.47,8120.22,8.4356,0.03,390,2388,100,38.92,23.3111
unit_8,2/1/2016 12:00,0,35.005,0.8415,High,449.44,555.38,1360.01,1116.56,5.48,7.99,193.67,,8338.62,1.02,41.48,182.95,2387.95,,9.2995,0.02,332,2223,100,15.17,8.8682
unit_6,2/26/2016 12:00,0,0.0003,0.0001,High,518.67,641.91,1581.6,1397.84,14.62,21.56,552.96,2387.91,9045.64,1.3,,520.72,2387.95,8130.96,8.4067,0.03,392,,100,38.91,23.4007
unit_5,3/5/2015 12:00,0,42.0059,0.8406,High,445,548.95,,1120.95,3.91,5.69,138.21,2212.06,8317.66,1.02,41.96,,2388.1,8084.02,9.2729,0.02,,2212,100,10.65,6.3347
unit_6,10/18/2016 12:00,0,-0.0014,0,High,518.67,642.79,1602.46,1425.93,14.62,21.45,563.49,2388.37,9116.87,1.31,48.15,531.38,2388.4,8187.22,8.2458,0.03,396,2388,100,39.25,23.5103
unit_7,1/9/2015 12:00,0,,0.0004,High,518.67,642.41,1586.05,1391.97,14.62,21.59,554.21,2388,9048.81,1.3,47.06,522.76,2388.02,8138.86,8.3945,0.03,391,2388,100,38.92,23.4157
unit_5,6/15/2015 12:00,0,42.0026,0.8403,High,445,549.48,1360.97,1131.56,3.91,5.69,140.45,2212.31,8359.07,1.03,42.38,132.54,2388.36,8114.67,9.1706,0.02,332,2212,100,10.59,6.3495
unit_1,11/19/2017 12:00,0,25.0029,0.62,Low,462.54,536.48,1257.58,1036.43,7.05,9.02,175.73,1915.35,8012.38,0.94,36.39,165.15,2028.26,7874.84,10.8297,0.02,,1915,84.93,14.36,8.587
unit_9,4/25/2017 12:00,0,,0,High,518.67,641.93,1581.51,1399.6,14.62,21.56,554.4,2387.94,9056.02,1.3,47.28,522.43,2387.98,8140.55,8.3617,,390,,100,39.1,23.5658
unit_9,8/9/2016 12:00,0,0.0025,0,High,518.67,642.24,1580.57,1407.69,14.62,21.57,550.88,2387.49,9034.28,1.3,47.29,518.5,2387.44,8125.27,8.4451,0.03,389,2388,100,38.72,23.2765
unit_9,12/13/2016 12:00,0,-0.0035,0.0001,High,518.67,641.62,1571.42,1390.46,14.62,21.56,553.57,2387.92,9048,1.3,47.16,520.59,2387.88,8132.9,8.3678,0.03,389,2388,100,38.97,23.3505
unit_10,11/6/2017 12:00,0,42.0012,0.84,High,445,548.87,1349.5,1118.83,3.91,5.7,138.42,2211.98,8320.4,1.02,41.92,130.5,2388.12,8089.49,9.3262,0.02,329,2212,100,10.56,6.3517
unit_7,10/10/2015 12:00,0,-0.0009,0.0001,High,518.67,643.41,1595.27,1421.55,14.62,21.57,564.8,2388.43,9119.75,,47.75,532.61,2388.36,8176.37,8.2684,0.03,396,2388,100,39.59,23.6254
unit_8,12/22/2016 12:00,0,0.0011,,High,518.67,643.32,1600.24,1424.07,14.62,21.59,566.03,2388.45,9110.01,,47.97,534.04,2388.46,8182.38,8.2316,0.03,395,2388,100,39.5,23.797
unit_3,11/26/2016 12:00,0,-0.0001,0.0003,High,,642.19,1582.31,1386.98,14.62,21.57,554.25,2388.03,9052.13,1.3,47.09,522.84,2388.01,8140.51,8.3329,0.03,391,2388,100,39.15,23.3234
unit_9,10/24/2016 12:00,0,-0.0037,-0.0001,High,518.67,642.24,1579.75,1392.6,14.62,21.57,552.57,2387.93,,1.3,47.03,520.77,2387.98,8131.42,8.4092,,389,2388,100,39.01,
unit_4,5/5/2016 12:00,0,-0.0013,0.0002,High,518.67,641.85,1578.69,1398.62,14.62,21.58,554.49,2387.99,9049.45,1.3,47.19,522.92,2388,8136.97,8.3901,0.03,392,2388,100,39.12,23.4998
unit_4,3/27/2016 12:00,0,0.0006,0.0002,High,518.67,642.45,1578.53,1400.24,14.62,21.59,555.32,2387.95,9057.78,1.3,47.05,523.33,2388.01,8140.1,8.3712,0.03,391,2388,100,39.05,23.4638
unit_4,3/14/2016 12:00,0,0.0013,-0.0001,High,518.67,642.29,1586.73,1395.32,14.62,21.58,555.18,2388.05,9054.03,1.3,47.14,522.62,2388.04,8137.58,8.373,0.03,391,,100,39.08,23.4484
unit_9,7/30/2017 12:00,0,0.002,0.0002,High,518.67,642.71,1588.22,1408.91,14.62,21.56,560.14,2388.21,9082.54,1.31,47.45,,2388.22,8160.59,8.3051,,394,2388,100,39.07,23.5756
unit_4,10/10/2016 12:00,0,-0.0024,0.0001,High,518.67,642.41,1583.78,1406.98,14.62,21.58,558.91,,9071.83,1.3,47.37,526.96,2388.16,8153.71,8.325,0.03,393,2388,100,39.13,23.4586
unit_4,9/11/2016 12:00,0,,-0.0001,High,518.67,642.51,1587.66,1403.85,14.62,21.58,557.96,2388.1,9070.07,1.3,47.2,525.37,,8147.1,8.3724,0.03,392,2388,100,39.21,23.4102
unit_6,3/3/2016 12:00,0,-0.0014,-0.0003,High,518.67,642.25,,1392.48,14.62,21.56,552.58,2387.9,9042.55,1.3,46.93,520.48,2387.88,8130.52,8.3883,0.03,391,2388,100,38.98,23.3632
unit_3,3/25/2017 12:00,0,0.0032,,High,518.67,642.36,,1415.88,14.62,21.57,562.09,2388.26,9091.02,1.31,47.7,529.12,2388.25,8166.2,,0.03,392,2388,100,39.18,23.6228
unit_10,4/18/2018 12:00,0,42.0067,0.8411,High,445,549.71,1353.03,1129.82,3.91,5.7,139.19,2212.11,8336.42,1.03,42.15,131.53,2388.27,8103.92,9.2258,0.02,329,2212,100,10.76,6.4213
unit_1,6/8/2017 12:00,0,0.0005,0,High,518.67,error,1586.45,1400.53,14.62,21.6,555.63,2388.01,9064.45,1.3,47.33,523.81,error,8148.68,8.3785,0.03,389,2388,100,39.21,23.4617
unit_7,3/12/2015 12:00,0,-0.0027,0.0005,High,518.67,641.87,1585.07,1398.26,14.62,21.59,554.38,2388.05,9056.32,1.3,47.12,522.73,2388,8144.97,8.3379,0.03,392,2388,100,39.08,
unit_10,3/4/2018 12:00,0,25.0001,0.62,Low,462.54,536.66,1260.79,1039.76,7.05,9,175.81,1915.42,8015.67,0.94,36.66,165.54,2028.32,7888.37,10.8157,0.02,306,1915,84.93,,8.6444
unit_4,9/3/2016 12:00,0,-0.0015,0,High,518.67,642.55,,,207.52,21.58,557.24,2388.13,9059.74,1.3,47.21,524.91,2388.1,8146.95,8.3726,0.03,392,2388,100,,23.5879
unit_7,3/31/2015 12:00,0,0.0051,0.0004,High,518.67,642.08,1585.46,1397.38,14.62,21.58,555.07,2388.09,9060.76,1.3,46.97,522.67,2388.02,8133.86,8.4071,0.03,392,2388,100,39.32,23.4731
unit_7,3/16/2015 12:00,0,-0.0006,-0.0001,High,518.67,642.22,1582.02,1398.29,14.62,21.59,554.14,2387.98,9047.44,1.3,47.15,522.43,2387.98,8136.59,8.3561,0.03,393,2388,100,39.12,23.4913
unit_7,8/31/2015 12:00,0,0.0042,,High,518.67,642.5,1594.8,1405.93,14.62,21.58,560.96,2388.25,9087.65,,47.53,527.81,2388.15,8158.69,8.3205,0.03,393,2388,100,39.31,23.6399
unit_8,9/5/2016 12:00,0,20.0014,0.7,High,491.19,607.41,1481.43,1249.37,9.35,13.63,336.89,2324.04,8731.87,1.08,,316.51,2388.12,8070.69,9.1452,0.02,365,2324,100,24.63,14.8266
unit_2,3/23/2016 12:00,0,0.0019,-0.0002,High,518.67,641.95,1578.38,1393.67,14.62,21.57,555.07,2388,9065.03,1.3,47.18,523.18,2388,8139.92,8.342,0.03,391,,100,39.01,23.3972
unit_3,5/2/2017 12:00,0,-0.002,-0.0004,High,518.67,643.19,1605.41,1422.02,14.62,21.57,,2388.5,9130.3,1.31,48.38,535.14,2388.53,8187.85,8.2366,0.03,396,2388,100,39.53,23.7626
unit_2,10/18/2015 12:00,0,0.0013,0.0002,High,518.67,642.03,1578.7,1394.11,14.62,21.57,551.81,2387.91,9039.79,1.3,46.83,520.86,2387.9,8129.09,8.3785,0.03,391,2388,100,,23.4818
unit_7,9/12/2015 12:00,0,-0.0022,-0.0005,,518.67,642.46,1589.29,1412.15,14.62,21.57,561.54,2388.23,9083.37,1.31,47.63,529.42,2388.28,8166.38,8.3075,,396,2388,100,39.35,23.5722
unit_2,4/5/2015 12:00,0,0.0002,-0.0004,High,518.67,642.33,1569.59,1397.83,14.62,21.57,549.84,2387.67,9037.97,,47.28,518.66,2387.65,8118.95,8.4254,0.03,390,2388,100,39,23.3432
unit_8,2/18/2016 12:00,0,42.0057,0.8407,High,445,549.24,1347.96,1119.61,3.91,5.71,138.35,2211.9,8313.11,1.02,,130.81,2387.97,8080.33,9.3233,0.02,329,2212,100,10.56,6.4534
unit_1,2/3/2018 12:00,0,20.002,0.7,High,491.19,,1483.89,1250.96,9.35,13.63,335.9,,8729.2,1.08,44.06,315.41,2388.03,8069.03,9.1801,0.02,363,2324,100,24.73,14.7462
unit_1,4/1/2018 12:00,0,20.0041,0.7,High,491.19,607.32,1476.56,1249.13,9.35,13.62,,2323.9,8723.82,1.08,,316.22,2388.05,8068.44,,0.02,362,2324,,24.69,14.8417
unit_2,12/30/2015 12:00,0,0.0031,,,518.67,641.68,1588.75,1396.32,14.62,21.57,552.61,2387.94,9049.13,1.3,47,520.67,2387.94,8129.86,8.3761,0.03,390,2388,100,38.99,
unit_3,8/19/2016 12:00,0,0.0004,,High,518.67,641.76,,1387.44,14.62,21.58,553.56,2387.9,9044,,47.05,520.84,,8132.16,8.414,0.03,391,2388,100,39.08,23.4303
unit_2,3/30/2016 12:00,0,0.0025,-0.0001,High,518.67,641.96,1584.82,1407.84,14.62,,,2387.99,9058.91,1.3,47.23,522.71,2388.04,8139.57,8.378,0.03,392,2388,100,39.12,23.3133
unit_8,11/30/2016 12:00,0,0.0021,0.001,High,518.67,643,1590.52,1420.83,14.62,21.6,564.26,,9099.42,1.31,47.8,531.85,2388.37,8172.72,8.3,0.03,395,2388,100,39.57,23.7511
unit_4,5/14/2016 12:00,0,-0.0002,-0.0001,High,518.67,642.47,1586.69,1394.85,14.62,21.58,555.05,2388.03,9059.15,1.3,47.24,523.42,2388.06,8143.6,8.3573,0.03,392,2388,,39.06,23.4475
unit_9,2/14/2017 12:00,0,0.0008,,High,518.67,642.07,1587.48,1396.11,14.62,21.56,552.87,2387.9,9044.56,1.3,47.17,520.95,2387.9,8134.4,8.3954,0.03,392,,100,38.98,23.3588
unit_6,10/18/2015 12:00,0,-0.0009,0.0001,High,518.67,641.77,1584.52,1393.04,14.62,21.58,552.67,2387.89,9046.68,1.3,47.08,520.87,,8127.57,8.4098,0.03,388,2388,,38.79,23.3385
unit_2,7/13/2016 12:00,0,-0.0012,-0.0005,High,518.67,642.95,1588.63,1405.78,14.62,21.57,560.76,2388.25,9087.19,1.31,47.61,528.85,2388.27,8155.02,8.3007,0.03,396,2388,100,39.34,23.676
unit_3,7/4/2016 12:00,0,0.0015,,High,518.67,641.59,1581.69,1392.03,14.62,21.58,,2387.96,9049.48,1.3,47.09,520.51,2387.92,8126.59,8.3662,0.03,391,2388,100,39.01,23.3612
unit_1,11/20/2017 12:00,0,42.0033,0.8402,High,445,549.15,1346.44,1121.62,3.91,5.7,,2212.01,8325.28,1.02,41.92,131.09,2388.1,8086.83,9.309,0.02,330,2212,100,10.85,6.4185
unit_9,3/22/2017 12:00,0,-0.0019,-0.0005,High,518.67,641.56,1585.37,1391.46,14.62,,553.57,2387.97,9059.33,1.3,47.07,521.97,,8140.38,8.3661,0.03,391,2388,100,39.14,23.3213
unit_8,2/14/2016 12:00,0,0.0014,0,High,518.67,642.52,1575.31,1392.89,14.62,21.6,553.95,2387.96,9045.64,1.3,47.2,521.36,2387.97,8134.94,8.3667,0.03,391,2388,100,38.89,23.4091
unit_5,5/16/2014 12:00,0,20.0075,0.7,High,491.19,606.37,1469.7,1238.98,9.35,13.61,332.64,2323.69,8714.99,1.07,43.91,313.2,,8052.78,9.1957,0.02,362,2324,100,24.39,14.622
unit_4,12/20/2016 12:00,0,0.0036,0,High,518.67,642.65,1600.91,1413.03,14.62,21.58,562.57,2388.32,9088.93,1.31,47.8,530.65,2388.37,8169.34,8.3013,0.03,393,,100,,23.6156
unit_4,10/18/2016 12:00,0,0.0032,0.0001,High,518.67,642.71,1574.67,1401.15,14.62,21.58,558.87,2388.16,9073.71,1.3,47.42,526.38,2388.13,8147.45,8.3267,0.03,392,2388,100,39.25,23.6231
unit_3,3/26/2017 12:00,0,0.0032,-0.0001,High,518.67,642.56,1593.93,1410.92,14.62,,561.7,2388.26,9091.51,1.31,47.64,529.56,2388.28,8165.42,8.3177,0.03,395,2388,100,39.37,23.6935
unit_9,7/25/2016 12:00,0,-0.0032,0,High,518.67,642.15,1582.02,1390.28,14.62,21.57,552.78,2387.92,9043.13,1.3,46.96,520.09,2387.91,8128.95,8.4093,0.03,390,2388,100,38.84,23.3694
unit_7,12/31/2014 12:00,0,0.0013,-0.0001,High,518.67,642.01,1577.83,1397.95,14.62,21.59,554.63,2387.95,9049.76,1.3,47.25,522.48,2388,8136.39,8.4211,0.03,390,2388,100,39.16,23.3364
unit_3,3/18/2017 12:00,0,-0.0005,0.0005,High,518.67,642.94,1593.08,1418.02,14.62,21.57,562.04,2388.2,9087.32,1.31,47.6,528.46,2388.26,,8.3123,0.03,,2388,100,39.31,23.6315
unit_2,1/2/2016 12:00,0,0.004,-0.0003,High,518.67,641.92,1580.13,1393.1,14.62,21.57,553.43,2387.96,9056.45,1.3,47.04,522.13,2387.94,8134.01,8.3993,0.03,390,2388,100,39.11,23.482
unit_3,7/21/2016 12:00,0,-0.0005,-0.0003,High,518.67,641.51,1583.34,,14.62,21.58,553.44,2387.96,9050.01,1.3,47.12,520.86,2387.93,8132.23,8.3896,0.03,390,2388,100,39.09,23.4093
unit_8,9/9/2016 12:00,0,20.0075,0.7,High,,607.05,1477.44,1251.06,9.35,13.63,336.26,2324.04,8733.08,1.08,44.26,316.53,2388.14,8071.91,9.115,0.02,364,,100,24.64,14.8508
unit_5,9/13/2014 12:00,0,10.006,0.25,High,489.05,604.19,1494.53,1297.73,10.52,15.46,393.68,2318.61,8764.6,1.26,45.2,370.39,2387.9,8122.84,8.6105,0.03,366,2319,100,28.68,17.2825
unit_10,8/12/2017 12:00,0,41.9989,0.84,High,445,549.81,1349.23,1117.32,3.91,5.7,137.42,2211.99,,1.02,41.72,130.37,,8084.79,9.3038,,329,2212,100,10.61,6.3878
unit_2,6/21/2016 12:00,0,0.0001,0.0002,High,518.67,642.47,1590.45,1407.41,14.62,21.57,558.68,2388.2,9070.87,1.31,47.38,527.51,2388.22,8159.69,8.3432,0.03,394,2388,100,39.41,23.4624
unit_10,7/6/2018 12:00,0,42.0036,0.84,High,445,549.76,1365.72,1134.22,3.91,,141.71,2212.42,8375.83,1.04,,133.71,2388.54,8135.21,9.1347,0.02,334,2212,100,10.75,6.5241
unit_2,5/9/2015 12:00,0,-0.0005,0.0001,High,518.67,,1582.5,1395.38,14.62,21.57,,2387.5,9044.22,1.3,47.24,519.07,2387.47,8120.18,8.4397,0.03,390,2388,100,38.68,23.2895
unit_9,8/25/2016 12:00,0,-0.0001,0.0003,High,518.67,641.93,1580.15,1391.37,14.62,21.57,551.7,2387.89,9042.4,1.3,47.16,520.78,2387.93,8124.73,8.4011,,390,,,39,23.3077
unit_10,1/24/2018 12:00,0,25.0079,0.6216,Low,462.54,536.08,1255.4,1034.85,7.05,9,175.93,1915.47,8016.35,0.94,36.63,164.95,2028.34,7879.44,,0.02,306,1915,84.93,14.35,8.5603
unit_5,9/2/2014 12:00,0,0.0026,0,High,518.67,642.25,1580.02,1395.14,,21.58,553.09,2387.86,9049.18,1.3,46.99,520.53,2387.95,8129.07,8.4005,0.03,388,2388,100,38.9,23.3669
unit_3,11/14/2016 12:00,0,-0.0028,0.0003,High,518.67,641.56,1584.14,1395.69,14.62,21.57,554.21,,9056.8,1.3,47.16,521.84,,8140.2,8.3585,0.03,391,2388,100,39.03,23.3166
unit_6,2/12/2016 12:00,0,0.0026,,High,518.67,642.5,1576.35,1390.53,14.62,21.56,553.05,2387.91,9043.99,1.3,47.08,520.61,2387.91,8131.96,8.3805,0.03,391,2388,100,38.95,23.3544
unit_5,12/23/2014 12:00,0,0.0021,0.0005,High,518.67,641.81,1581.61,1400.64,14.62,21.58,,2387.97,9049.48,1.3,47.17,521.37,2387.93,8139.79,8.3606,0.03,392,2388,100,39.08,23.3673
unit_1,9/26/2017 12:00,0,0.0025,0.0018,High,518.67,,,1405.8,14.62,21.6,,2388.01,9060.77,1.3,47.2,523.71,2388.03,8139.7,8.4232,0.03,391,2388,100,39.09,23.3877
unit_5,4/9/2015 12:00,0,25.0062,0.62,Low,462.54,536.11,1259.97,1048.76,7.05,9,175.98,1915.41,8015.68,0.94,36.28,,2028.35,7876.09,10.8234,0.02,307,1915,84.93,14.29,8.5755
unit_2,10/31/2015 12:00,0,-0.0015,-0.0004,High,518.67,641.57,1582.89,1390.89,14.62,21.57,,2387.94,9040.45,,47.03,520.23,2387.93,8130.39,8.381,0.03,390,2388,100,38.98,23.3809
unit_1,10/25/2017 12:00,0,19.9996,0.7,High,491.19,607.21,1479.26,1244.66,9.35,,335.11,2323.9,8727.34,1.08,44.1,316.05,2388.04,8064.84,9.1244,0.02,365,2324,100,24.67,14.6276
unit_3,7/10/2016 12:00,0,-0.0027,0.0004,High,518.67,642.05,1582.96,1389.91,14.62,21.58,552.61,2387.87,9043.1,1.3,47.02,520.54,2387.95,,8.3851,0.03,391,2388,100,39.02,23.4104
unit_6,10/10/2015 12:00,0,-0.0015,-0.0003,High,518.67,641.83,1575.92,1385.29,14.62,21.58,553.2,2387.9,9042.81,1.3,46.88,520.42,2387.94,8129.86,8.4178,0.03,391,2388,100,38.7,23.5324
unit_3,4/6/2017 12:00,0,0.0019,0.0002,High,518.67,643.13,1593.03,1415.38,14.62,,562.98,2388.26,9101.14,,47.98,530.24,2388.25,8169.77,8.2562,0.03,396,2388,,39.41,23.6356
unit_1,11/9/2017 12:00,0,10.0062,0.2513,High,489.05,604.29,1498.4,1293.87,10.52,15.48,,2318.9,8780.8,1.26,45.39,372.61,2388.02,8133.57,8.6051,0.03,367,2319,100,28.85,17.2875
unit_6,7/21/2016 12:00,0,0.0001,0.0006,High,518.67,642.17,1577.59,1406.63,14.62,21.51,554.38,2388.05,9059.44,1.3,47.32,522.34,2388.01,8141.45,8.3521,0.03,391,2388,100,39.12,23.4517
unit_10,6/7/2018 12:00,0,42.0047,0.8405,High,445,549.63,1360.52,1138.81,3.91,5.7,,2212.39,8358.85,1.04,42.31,132.41,2388.42,8127.53,,0.02,332,2212,100,10.72,6.2938
unit_2,12/1/2015 12:00,0,0.0008,0,High,518.67,641.53,1574.77,1398.76,14.62,21.57,552.94,2387.94,9047.87,1.3,47.12,520.63,2387.97,8132.13,8.4278,0.03,391,2388,100,39.23,23.4219
unit_1,11/23/2017 12:00,0,20.0079,0.7004,High,491.19,606.81,1478.79,1240.88,9.35,13.63,336.1,2323.92,8729.91,1.08,43.88,315.51,2388.1,8070.76,9.1225,0.02,364,2324,100,24.52,14.8074
unit_4,5/30/2016 12:00,0,0.0018,-0.0002,High,518.67,641.93,1588.55,1398.95,14.62,21.58,555.92,2388.01,9057.33,1.3,47.05,523.94,2388.03,8146.36,8.3641,,393,2388,100,39.1,23.4699
unit_1,6/8/2018 12:00,0,10.0075,0.25,High,489.05,604.39,1499.61,1308.13,10.52,15.47,397.4,2319.01,8787.06,1.26,45.11,374.35,,8141.8,8.551,0.03,368,2319,100,28.81,17.2254
unit_6,5/11/2016 12:00,0,0.0008,-0.0001,High,518.67,,1590.37,1395.58,,21.54,552.92,2387.94,9046.86,1.3,47.17,520.53,2387.91,8132.22,8.3952,0.03,392,2388,100,38.92,23.2883
unit_6,11/23/2015 12:00,0,0.0025,-0.0001,High,518.67,642.27,1576.48,,14.62,21.57,552.18,2387.88,9041.41,1.3,47.02,520.34,2387.97,8130.35,8.4149,0.03,391,2388,100,38.87,23.3787
unit_3,5/3/2016 12:00,0,-0.0026,-0.0003,High,518.67,642.07,1583.9,1395.3,14.62,21.58,552.96,2387.97,9049.27,1.3,46.94,520.15,2387.94,8129.43,8.426,0.03,390,2388,100,38.91,23.4932
unit_9,10/18/2016 12:00,0,0,0.0004,High,518.67,641.88,1573.97,1389.66,14.62,21.57,552.94,2387.97,9047.53,1.3,47.07,520.64,2387.95,8133.48,8.4216,0.03,391,2388,,39,23.4546
unit_8,12/29/2015 12:00,0,41.9993,0.84,High,445,548.63,1343.99,1115.24,3.91,5.71,138.39,2211.98,8308.85,1.02,41.58,130.27,2388.04,8080.51,9.3583,0.02,328,2212,100,10.57,6.3478
unit_2,3/10/2016 12:00,0,0.0031,0.0003,High,518.67,642.36,1579.13,1385.03,14.62,21.57,555.03,2387.96,9063.82,1.3,47.03,522.66,2388.03,,8.3736,0.03,393,2388,100,38.9,23.3941
unit_1,5/9/2018 12:00,0,0.0025,0.0009,High,518.67,641.76,1586.25,1407.03,14.62,21.59,557.52,2388.13,9066.31,1.3,47.32,526.13,2388.09,8146.09,8.357,0.03,392,2388,100,39.25,23.4715
unit_1,4/14/2018 12:00,0,20.0025,0.7007,High,491.19,,1478.2,1249.5,9.35,13.63,336.73,,8723.52,1.08,44.25,316.84,2388.08,8068.59,9.1282,0.02,365,2324,100,24.56,14.7234
unit_5,2/25/2015 12:00,0,42.0074,0.84,High,445,549.62,1348.97,1123.88,3.91,,138.68,2212.03,8320.41,1.02,41.69,129.92,2388.1,,9.3469,0.02,330,2212,100,10.65,6.4171
unit_7,12/4/2014 12:00,0,0.0018,-0.0003,High,518.67,641.72,1585.14,1395.28,14.62,21.59,554.05,2387.97,9052.88,1.3,47.12,522.06,2387.95,8139.13,8.3795,0.03,391,2388,100,39.11,23.4409
unit_2,6/27/2016 12:00,0,-0.0011,0.0003,High,518.67,642.63,1595.97,1412.93,14.62,21.57,560.03,2388.16,9088.07,1.31,47.46,527.33,2388.2,8161.15,8.3089,0.03,394,2388,100,39.32,23.5499
unit_4,9/17/2016 12:00,0,0.0004,-0.0001,High,518.67,642.38,1585.31,1407.45,14.62,21.58,,2388.09,9065.96,1.3,47.45,525.68,2388.08,8141.88,8.3619,,392,2388,100,39.19,23.5197
unit_9,1/27/2017 12:00,0,0.0004,-0.0001,High,518.67,642.23,1578.82,1390.48,14.62,21.56,551.9,2387.92,9049.79,1.3,46.97,520.55,2387.94,8130.59,8.4116,0.03,392,2388,100,38.98,23.2954
unit_10,3/19/2018 12:00,0,10.0047,0.2507,High,489.05,604.48,1498.86,1300.9,,15.46,397.57,2319.02,8796.21,1.26,45.34,373.34,2388.15,8143.97,,0.03,370,2319,100,28.89,17.2549
unit_2,8/15/2015 12:00,0,-0.0011,0.0003,High,518.67,,1576.58,1393.88,14.62,21.57,550.6,2387.18,9033.28,1.3,47.16,518.35,2387.15,8122.72,8.3947,0.03,390,2388,100,38.74,23.2507
unit_6,3/17/2016 12:00,0,,-0.0001,High,518.67,641.69,1584.55,1388.72,14.62,21.55,551.81,2387.96,9044.49,1.3,46.92,519.9,2387.9,8130.43,8.4021,0.03,391,2388,100,38.87,23.434
unit_4,10/1/2016 12:00,0,0.0006,0.0002,,518.67,642.51,,1412.43,14.62,21.58,558.13,2388.08,9073.02,1.3,47.4,526.11,2388.11,8151.08,8.3386,0.03,392,2388,100,39.24,
unit_7,9/19/2014 12:00,0,0.0026,-0.0003,High,518.67,642.01,1577.31,1397.34,14.62,21.59,553.61,2387.99,9042.94,1.3,47.05,521.63,2388.02,8134.61,8.3704,0.03,393,2388,100,39.02,23.3154
